nome,tot,male,female,is_male,is_female
AMPELIO,131,131,0,True,False
ISIDOR,130,130,0,True,False
ROMILDO,130,130,0,True,False
LUCAGIUSEPPE,130,130,0,True,False
VENTURINO,130,130,0,True,False
DANIELEGIUSEPPE,130,130,0,True,False
TEOBALDO,130,130,0,True,False
ERVINO,130,130,0,True,False
SALVINO,130,130,0,True,False
VENERANDO,129,129,0,True,False
CLAUDIOGIOVANNI,129,129,0,True,False
CARMELITA,129,5,124,False,True
NICOLAFRANCESCO,129,129,0,True,False
LEONARDA,128,3,125,False,True
PIERGUIDO,128,128,0,True,False
SANTOLO,128,128,0,True,False
GIAMMARCO,128,128,0,True,False
VENIERO,128,128,0,True,False
BRUNOGIUSEPPE,128,128,0,True,False
ERNA,128,0,128,False,True
LEUCIO,128,128,0,True,False
AGAZIO,128,128,0,True,False
SIMON,127,127,0,True,False
NADA,127,0,127,False,True
PASQUA,127,0,127,False,True
ERMANDO,127,127,0,True,False
UBER,127,127,0,True,False
BERNARDINA,127,5,122,False,True
ANTENORE,127,127,0,True,False
CARLINO,127,127,0,True,False
JONATHAN,127,127,0,True,False
CROCE,127,121,6,True,False
SALVATOREGIOVANNI,127,127,0,True,False
CRISPINO,126,126,0,True,False
RAIMUND,126,126,0,True,False
KARIN,126,5,121,False,True
PIERFELICE,126,126,0,True,False
PIERMAURO,126,126,0,True,False
RAFFAELEANTONIO,126,126,0,True,False
TONINA,126,3,123,False,True
PAOLOSALVATORE,126,126,0,True,False
ATOS,125,125,0,True,False
WILMER,125,125,0,True,False
GERARDINA,125,3,122,False,True
MARIADONATA,124,0,124,False,True
VIRNA,124,0,124,False,True
SALVATRICE,124,0,124,False,True
FABIOGIUSEPPE,124,124,0,True,False
BRUNOGIOVANNI,124,124,0,True,False
ERNANI,124,124,0,True,False
ESTERINO,123,123,0,True,False
ASCANIO,123,123,0,True,False
VINCENZOMARIA,123,123,0,True,False
EDDO,123,123,0,True,False
GIOSUE,123,123,0,True,False
CARLOMARIO,123,123,0,True,False
MARIAALESSANDRA,122,0,122,False,True
CARLOANGELO,122,122,0,True,False
GIOMMARIA,122,117,5,True,False
MARIAENRICA,122,0,122,False,True
CURZIO,122,122,0,True,False
GIANENRICO,122,122,0,True,False
LAILA,122,2,120,False,True
BIANCAROSA,122,0,122,False,True
ANTONIONICOLA,122,122,0,True,False
SELENE,121,0,121,False,True
SAMUELA,121,0,121,False,True
VERONIKA,121,0,121,False,True
IGNAZIA,121,0,121,False,True
NOVELLA,121,0,121,False,True
KARLHEINZ,121,121,0,True,False
FILIPPOANTONIO,121,121,0,True,False
MARIOFRANCO,121,121,0,True,False
MARIACARMEN,121,0,121,False,True
PIERCARLA,121,0,121,False,True
GIOMARIA,120,120,0,True,False
EUPLIO,120,120,0,True,False
MARIOVINCENZO,120,120,0,True,False
PIERRE,120,120,0,True,False
ILDA,120,0,120,False,True
NICOLAMARIO,120,120,0,True,False
CELIO,120,120,0,True,False
MARIOVITTORIO,120,120,0,True,False
WLADIMIRO,120,120,0,True,False
VILLIAM,120,120,0,True,False
LUCIANOANTONIO,120,120,0,True,False
DELFO,120,120,0,True,False
MARIAAGNESE,120,0,120,False,True
GERARDA,120,6,114,False,True
PIERAUGUSTO,120,120,0,True,False
NESTORE,120,120,0,True,False
GUSTAV,119,119,0,True,False
MARIONICOLA,119,119,0,True,False
IVONE,119,109,10,True,False
PIEREMILIO,119,119,0,True,False
ROBERTOMARIO,119,119,0,True,False
RENE',119,119,0,True,False
PIERAANGELA,119,0,119,False,True
ENRICOGIUSEPPE,119,119,0,True,False
ELISIO,118,118,0,True,False
FRANCESCOMICHELE,118,118,0,True,False
GIOVANNICESARE,118,118,0,True,False
GOTTARDO,118,118,0,True,False
BASSANO,118,118,0,True,False
MARIAPIERA,118,0,118,False,True
GIORGINA,118,0,118,False,True
WILLY,118,118,0,True,False
GIOVANMARIA,118,118,0,True,False
RITO,118,118,0,True,False
DOMENICOVINCENZO,118,118,0,True,False
MAUROGIUSEPPE,117,117,0,True,False
ORIO,117,117,0,True,False
ANNAGRAZIA,117,0,117,False,True
ANDREAMARIA,117,117,0,True,False
COSTABILE,117,117,0,True,False
GIUSEPPEMAURO,117,117,0,True,False
ERMANNA,117,0,117,False,True
FRANCODOMENICO,117,117,0,True,False
DOROTEA,116,0,116,False,True
GIACOMOGIOVANNI,116,116,0,True,False
FRANCOGIOVANNI,116,116,0,True,False
NELSON,116,116,0,True,False
AIMONE,116,116,0,True,False
PASQUALEFRANCESCO,116,116,0,True,False
PIERMICHELE,116,116,0,True,False
CLAUDIOANTONIO,116,116,0,True,False
ALDINA,115,3,112,False,True
CANDELORO,115,115,0,True,False
IGNAZ,115,115,0,True,False
STEPHAN,115,115,0,True,False
MARIABRUNA,115,0,115,False,True
FREDIANO,115,115,0,True,False
ANDREAMARIO,115,115,0,True,False
VICO,115,115,0,True,False
ELIDA,115,0,115,False,True
RENATE,115,0,115,False,True
ANASTASIO,115,115,0,True,False
BATTISTINA,115,0,115,False,True
ALCESTE,114,114,0,True,False
DOMIZIO,114,114,0,True,False
MARIOMICHELE,114,114,0,True,False
LEONILDE,114,0,114,False,True
ANTONIOFRANCO,114,114,0,True,False
ANNAELISABETH,114,0,114,False,True
GIOVENALE,114,114,0,True,False
SAVERIA,113,0,113,False,True
ROSAANGELA,113,0,113,False,True
FILIPPA,113,0,113,False,True
ASTRID,113,0,113,False,True
EMMANUELE,113,113,0,True,False
LAVINIA,113,0,113,False,True
ELIODORO,113,113,0,True,False
FILADELFO,113,113,0,True,False
PIPPO,113,113,0,True,False
CATTERINA,113,0,113,False,True
EDVIGE,112,0,112,False,True
ANGIOLETTA,112,0,112,False,True
MIRIO,112,112,0,True,False
MARIOFELICE,112,112,0,True,False
MARIADANIELA,112,0,112,False,True
IVA,112,0,112,False,True
CRISTINO,112,112,0,True,False
MILVIA,112,0,112,False,True
VINCENZOSALVATORE,112,112,0,True,False
JOHN,112,112,0,True,False
ROGER,111,111,0,True,False
ERIBERTO,111,111,0,True,False
MARCELLINA,111,0,111,False,True
MAUROGIOVANNI,111,106,5,True,False
GIUSEPPEANDREA,111,111,0,True,False
GAIA,111,0,111,False,True
PASQUINO,111,111,0,True,False
FULGENZIO,111,111,0,True,False
CONSOLATO,111,111,0,True,False
FELIX,111,111,0,True,False
VITTORIOEMANUELE,111,111,0,True,False
PIETRANGELO,111,111,0,True,False
AUDENZIO,110,110,0,True,False
ALBERTOMARIA,110,106,4,True,False
ROBERTOGIOVANNI,110,110,0,True,False
DANILLO,110,110,0,True,False
FRITZ,110,110,0,True,False
MARY,110,0,110,False,True
ROSMARIE,110,0,110,False,True
ILDEBRANDO,110,110,0,True,False
DORINA,110,0,110,False,True
BRUNOMARIO,110,110,0,True,False
PAOLOROBERTO,109,109,0,True,False
CLAUDIOMARIA,109,106,3,True,False
PIETROVITTORIO,109,109,0,True,False
ISMAELE,109,104,5,True,False
HEINZ,109,109,0,True,False
GIORGINO,109,109,0,True,False
ANTONINOSALVATORE,109,109,0,True,False
MARIANTONIA,109,4,105,False,True
SEVERINA,109,0,109,False,True
ANICETO,109,109,0,True,False
LUIGIEMILIO,109,109,0,True,False
ANTONIOIGNAZIO,109,109,0,True,False
NICOLADOMENICO,109,109,0,True,False
CONSALVO,108,108,0,True,False
WILFRIED,108,108,0,True,False
ANNALAURA,108,0,108,False,True
BERTA,108,0,108,False,True
ELVIS,108,108,0,True,False
INNOCENZA,108,0,108,False,True
GREGOR,108,108,0,True,False
MINO,108,108,0,True,False
GIOBATTISTA,108,108,0,True,False
REGINALDO,108,108,0,True,False
GINETTA,108,0,108,False,True
TOMAS,108,108,0,True,False
ROSARITA,108,0,108,False,True
CARLOFELICE,107,107,0,True,False
JOACHIM,107,107,0,True,False
ALBERTOLUIGI,107,107,0,True,False
CESAREMARIA,107,107,0,True,False
FIORENTINA,107,0,107,False,True
COSIMINO,107,107,0,True,False
GIUSEPPEROCCO,106,106,0,True,False
IURI,106,106,0,True,False
ALMERINO,106,106,0,True,False
ERMIDO,106,106,0,True,False
ANTHONY,106,106,0,True,False
IDALGO,106,106,0,True,False
PERICLE,106,106,0,True,False
MAURIZIOGIUSEPPE,106,106,0,True,False
MARIASTEFANIA,106,0,106,False,True
SERSE,106,106,0,True,False
ANTONIOCARLO,106,106,0,True,False
SIGFRIDO,106,106,0,True,False
ROMILDA,105,0,105,False,True
MEINRAD,105,105,0,True,False
KETTY,105,0,105,False,True
LUIGIFRANCO,105,105,0,True,False
LUIGIBRUNO,105,105,0,True,False
ALDOANTONIO,105,105,0,True,False
GIOSAFATTE,104,104,0,True,False
OLIMPIA,104,0,104,False,True
BONFIGLIO,103,103,0,True,False
CANZIO,103,103,0,True,False
NICOLAS,103,103,0,True,False
ALDOGIUSEPPE,103,98,5,True,False
ARCANGELA,103,0,103,False,True
MARTHA,103,0,103,False,True
VITODOMENICO,103,103,0,True,False
SIGISMONDO,103,103,0,True,False
PIERAMARIA,103,0,103,False,True
ANASTASIA,103,6,97,False,True
PIETRANTONIO,102,102,0,True,False
SATURNINO,102,102,0,True,False
GIUSI,102,0,102,False,True
DANIA,102,0,102,False,True
FIORANGELO,102,102,0,True,False
YLENIA,102,0,102,False,True
GIUSEPPEALBERTO,102,102,0,True,False
NARDO,102,102,0,True,False
DECIMO,102,102,0,True,False
GIUSEPPEVINCENZO,102,102,0,True,False
LILLIANA,102,0,102,False,True
SERGIOGIUSEPPE,102,102,0,True,False
GEBHARD,102,102,0,True,False
FRANCESCOROCCO,102,102,0,True,False
NARDINO,102,102,0,True,False
MARIAADDOLORATA,101,0,101,False,True
RAIMONDA,101,0,101,False,True
GIOCONDA,101,0,101,False,True
PIERPAOLA,101,0,101,False,True
ABBONDIO,101,101,0,True,False
EOLO,101,101,0,True,False
EUGENIOANTONIO,101,101,0,True,False
ENRICOLUIGI,101,101,0,True,False
GIUSEPPEGIACOMO,101,101,0,True,False
VALENTE,100,100,0,True,False
ITALICO,100,100,0,True,False
GIANCARMINE,100,100,0,True,False
CRESCENZIO,100,100,0,True,False
MASSIMOGIUSEPPE,100,100,0,True,False
AUSILIO,100,100,0,True,False
DOMENICANGELO,100,100,0,True,False
ESTERINA,100,0,100,False,True
DIODATO,100,100,0,True,False
CLAUDIAMARIA,100,0,100,False,True
SANDRINA,100,0,100,False,True
ALFIERI,100,100,0,True,False
ODILIO,100,100,0,True,False
GIUSEPPINAMARIA,100,3,97,False,True
MARIALISA,99,0,99,False,True
MORRIS,99,99,0,True,False
APOLLONIO,99,99,0,True,False
GISBERTO,99,99,0,True,False
ILDE,99,0,99,False,True
BRUNOENRICO,99,99,0,True,False
MARIABARBARA,99,0,99,False,True
ADELIA,99,0,99,False,True
ZAIRA,99,4,95,False,True
LUCAGIOVANNI,99,99,0,True,False
LUIGIALBERTO,99,99,0,True,False
ANDREAGIOVANNI,99,99,0,True,False
PIEROGIORGIO,99,99,0,True,False
AMANDA,99,1,98,False,True
MARCOANGELO,98,98,0,True,False
MANILA,98,0,98,False,True
VINCENZOGIOVANNI,98,98,0,True,False
VITOGIUSEPPE,98,98,0,True,False
LUCIAMARIA,98,0,98,False,True
ORTENSIO,98,98,0,True,False
BERTILLA,98,0,98,False,True
CESAREAUGUSTO,98,98,0,True,False
MARIAMICHELA,98,0,98,False,True
GIOVANNIVINCENZO,98,98,0,True,False
ANNALUISA,98,0,98,False,True
GIUSEPPECARMELO,98,98,0,True,False
EGILDO,97,97,0,True,False
GIMMI,97,97,0,True,False
STEFANOGIOVANNI,97,97,0,True,False
MICHELANTONIO,97,97,0,True,False
LUIGIEUGENIO,97,97,0,True,False
ANNUNCIATA,97,0,97,False,True
NICOLAGIUSEPPE,97,97,0,True,False
ANGELITA,97,5,92,False,True
TORQUATO,97,97,0,True,False
PIETROSALVATORE,97,97,0,True,False
VITALINO,96,96,0,True,False
PALMINA,96,0,96,False,True
NOE',96,96,0,True,False
EVALDO,96,96,0,True,False
MILKO,96,96,0,True,False
SUSI,96,0,96,False,True
NAZZARENA,96,0,96,False,True
PRIAMO,96,96,0,True,False
LORENZOMARIO,96,96,0,True,False
VILLER,96,96,0,True,False
CARMELOANTONIO,96,96,0,True,False
MARIADOLORES,95,0,95,False,True
LIONELLA,95,0,95,False,True
PAULA,95,0,95,False,True
SALVATOREMARIO,95,95,0,True,False
CARLOANDREA,95,95,0,True,False
GIOVANNIB,95,95,0,True,False
ELETTRA,95,0,95,False,True
GIAMBERTO,95,95,0,True,False
ANTONIOVITO,95,95,0,True,False
MARCOLUIGI,95,95,0,True,False
ANGELOFRANCO,95,95,0,True,False
EVANGELISTA,95,95,0,True,False
MARIAVINCENZA,94,0,94,False,True
JENNY,94,0,94,False,True
ERCOLINO,94,94,0,True,False
CLELIO,94,94,0,True,False
MARIAPATRIZIA,94,0,94,False,True
MARIANNE,94,0,94,False,True
PALMIERO,94,94,0,True,False
PRISCO,94,94,0,True,False
GIANVINCENZO,94,94,0,True,False
FRANCOMARIO,94,94,0,True,False
ANTONIOLORENZO,94,94,0,True,False
JOSE',94,94,0,True,False
ZAVERIO,94,94,0,True,False
FOSCA,94,0,94,False,True
ODINO,94,94,0,True,False
ALESSANDROGIUSEPPE,93,93,0,True,False
DILVA,93,0,93,False,True
ANGELOROBERTO,93,93,0,True,False
OLIVIA,93,0,93,False,True
GIORGIOGIUSEPPE,93,93,0,True,False
SILVIOGIUSEPPE,93,93,0,True,False
MARLENE,93,0,93,False,True
GUALBERTO,93,93,0,True,False
SALVATOREMARIA,93,93,0,True,False
DEVID,93,93,0,True,False
FILADELFIO,93,93,0,True,False
GIACOMOANTONIO,93,93,0,True,False
GELMINO,93,93,0,True,False
CHERUBINO,93,93,0,True,False
ARIALDO,93,93,0,True,False
ODDONE,93,93,0,True,False
RIZIERI,93,93,0,True,False
ANDREASTEFANO,93,93,0,True,False
GIUSEPPEMICHELE,92,92,0,True,False
SILVESTRE,92,92,0,True,False
PIERVITTORIO,92,92,0,True,False
TERSILIO,92,92,0,True,False
GIUSEPPECLAUDIO,92,92,0,True,False
GIUSEPPELUCIANO,92,92,0,True,False
ADORNO,92,92,0,True,False
STEFANINA,92,0,92,False,True
MASSIMOMARIA,92,92,0,True,False
ANNACHIARA,92,0,92,False,True
ROSALINO,92,92,0,True,False
CESIRA,92,5,87,False,True
PATRIK,92,92,0,True,False
VINCENZOROSARIO,92,92,0,True,False
SAMUEL,92,92,0,True,False
BRIGITTA,92,0,92,False,True
PAOLETTO,92,92,0,True,False
CORINNA,92,5,87,False,True
SOCCORSO,91,91,0,True,False
PIETROGIULIO,91,91,0,True,False
LILLO,91,91,0,True,False
TEODORA,91,5,86,False,True
GIACOMA,91,0,91,False,True
ANTONIOALFONSO,91,91,0,True,False
PIETROFRANCO,91,91,0,True,False
GIANFRANCOGIUSEPPE,91,91,0,True,False
ROBERTOLUIGI,91,91,0,True,False
OBERDAN,91,91,0,True,False
FERDINANDA,91,5,86,False,True
LEONILDO,91,91,0,True,False
ALFREDOANTONIO,90,90,0,True,False
ENDRIO,90,90,0,True,False
MIRIANO,90,90,0,True,False
FIORANGELA,90,0,90,False,True
DOMINGO,90,90,0,True,False
HERMANNJOSEF,90,90,0,True,False
DIETER,90,90,0,True,False
BIAGINO,90,90,0,True,False
LUSSORIO,90,90,0,True,False
MARIOPIO,90,90,0,True,False
MARIOPASQUALE,90,90,0,True,False
ANNAELISA,90,0,90,False,True
ROSILDO,90,90,0,True,False
ELVI,89,89,0,True,False
ARISTODEMO,89,89,0,True,False
GILIO,89,89,0,True,False
FRANCOSERGIO,89,89,0,True,False
GIOVANGIUSEPPE,89,89,0,True,False
ETTORINO,89,89,0,True,False
GIUSEPPEEMILIO,89,89,0,True,False
MARIOENRICO,89,89,0,True,False
FILIPPOMARIA,89,89,0,True,False
ADO,89,89,0,True,False
SPERANZA,89,0,89,False,True
TOSCA,88,0,88,False,True
EZIA,88,0,88,False,True
PAOLOMARIO,88,88,0,True,False
FRANCESCOLUIGI,88,88,0,True,False
HERTA,88,0,88,False,True
ANNINO,88,88,0,True,False
OLIVA,88,0,88,False,True
ANGELICO,88,88,0,True,False
MARIAEMILIA,88,0,88,False,True
MARIOPAOLO,88,88,0,True,False
CORNELIA,88,0,88,False,True
ISEO,88,88,0,True,False
FRANCESCOCARLO,88,88,0,True,False
ADRIO,88,88,0,True,False
ORAZIOANTONIO,88,88,0,True,False
DOMENICOSALVATORE,88,88,0,True,False
CHIARAMARIA,88,0,88,False,True
TULLIA,88,0,88,False,True
DEANNA,87,0,87,False,True
SISINIO,87,87,0,True,False
IRMO,87,87,0,True,False
BALDO,87,87,0,True,False
ENRICOGIOVANNI,87,87,0,True,False
ARCADIO,87,87,0,True,False
ROCCHINO,87,87,0,True,False
EMILIOANTONIO,87,87,0,True,False
GABRIEL,87,87,0,True,False
GIOVANNIGIACOMO,87,87,0,True,False
ARONNE,87,87,0,True,False
KRISTIAN,87,87,0,True,False
FRANCESCOANGELO,87,87,0,True,False
NARA,87,0,87,False,True
DOMENICOMARIO,86,86,0,True,False
GIOVANNIALBERTO,86,86,0,True,False
THIERRY,86,86,0,True,False
ALBERINO,86,86,0,True,False
PIETROENRICO,86,86,0,True,False
GIORGIOGIOVANNI,86,86,0,True,False
LUIGINICOLA,86,86,0,True,False
CARLOPIETRO,86,86,0,True,False
PIERVINCENZO,86,86,0,True,False
GUGLIELMINO,86,86,0,True,False
GELSOMINA,86,0,86,False,True
GIUSEPPEMASSIMO,86,86,0,True,False
GINOANTONIO,86,86,0,True,False
MARIACAROLINA,86,0,86,False,True
VITANGELO,86,86,0,True,False
GAETANOANTONIO,86,86,0,True,False
CLAUDIOGIUSEPPE,86,86,0,True,False
GIOVANNIMAR,85,85,0,True,False
ANTONIOCARMELO,85,85,0,True,False
BENEDIKT,85,85,0,True,False
ALBERTOGIUSEPPE,85,85,0,True,False
MARIAVIRGINIA,85,0,85,False,True
VIOLETTA,85,0,85,False,True
DOMENICOCARLO,85,85,0,True,False
NUNZIATINA,85,0,85,False,True
LUKAS,85,85,0,True,False
MATTEOGIOVANNI,85,85,0,True,False
HARTWIG,85,85,0,True,False
FRANCHINO,85,85,0,True,False
STEFANOGIUSEPPE,85,85,0,True,False
ADALBERT,85,85,0,True,False
GIUSEPPEROBERTO,85,85,0,True,False
ASCENZIO,85,85,0,True,False
FIAMMETTA,85,0,85,False,True
GIANRENZO,85,85,0,True,False
RADAMES,85,85,0,True,False
GIUSY,84,0,84,False,True
MARIASERENA,84,0,84,False,True
MARIASANTA,84,0,84,False,True
GESUINA,84,0,84,False,True
WAINER,84,84,0,True,False
ANTONIOCARMINE,84,84,0,True,False
GIUSEPPEFRANCO,84,84,0,True,False
MEDARDO,84,84,0,True,False
LIDA,84,0,84,False,True
ERCOLANO,84,84,0,True,False
MARIAALBERTA,84,0,84,False,True
DOMENICONICOLA,84,84,0,True,False
IDILIO,84,84,0,True,False
GIOVANNIMARCO,83,83,0,True,False
ENGELBERT,83,83,0,True,False
PIERSERGIO,83,83,0,True,False
MAUROLUIGI,83,83,0,True,False
ORNELLO,83,83,0,True,False
ROCCHINA,83,0,83,False,True
RUBENS,83,83,0,True,False
GIANSANDRO,83,83,0,True,False
MAGDALENA,83,0,83,False,True
ANNEMARIE,83,0,83,False,True
MARIAFELICIA,83,0,83,False,True
FRANCANGELO,83,83,0,True,False
AULO,83,83,0,True,False
ALVIO,83,83,0,True,False
FRANCOPAOLO,83,83,0,True,False
GIGI,83,83,0,True,False
GIAMPAOLA,82,0,82,False,True
ROSALBINO,82,82,0,True,False
ROBERTOPAOLO,82,82,0,True,False
TERESITA,82,0,82,False,True
GIANALBERTO,82,82,0,True,False
ANTONIOGERARDO,82,82,0,True,False
ENOS,82,82,0,True,False
AMEDEA,82,0,82,False,True
GIOVANNIMAURIZIO,82,82,0,True,False
COLOMBA,82,0,82,False,True
CATERINO,82,82,0,True,False
AGRIPPINO,82,82,0,True,False
MARIAGIULIANA,82,0,82,False,True
BORTOLINO,82,82,0,True,False
CHRISTINA,82,0,82,False,True
SCIPIONE,82,82,0,True,False
SPERANDIO,82,82,0,True,False
PIER,82,0,82,False,True
GERTRUD,81,0,81,False,True
LUCAMARIA,81,76,5,True,False
ALBERTOMARIO,81,81,0,True,False
MARIACLAUDIA,81,0,81,False,True
SILVIAMARIA,81,0,81,False,True
CORRADOGIUSEPPE,81,81,0,True,False
ANTONIOANDREA,81,81,0,True,False
GIANGAETANO,81,81,0,True,False
SONJA,81,0,81,False,True
ELDO,81,81,0,True,False
EMIL,81,81,0,True,False
ROCCOVITO,80,80,0,True,False
MARIAADELAIDE,80,0,80,False,True
GIOVANFRANCO,80,80,0,True,False
ALFREDOGIUSEPPE,80,80,0,True,False
HILDEGARD,80,0,80,False,True
ANGELOGABRIELE,80,80,0,True,False
RENALDO,80,80,0,True,False
ANDREANA,80,0,80,False,True
ARMIDA,80,0,80,False,True
PIETROANDREA,80,80,0,True,False
IGNAZIOSALVATORE,80,80,0,True,False
MARIAAUGUSTA,80,0,80,False,True
ERBERTO,80,80,0,True,False
GENIALE,80,80,0,True,False
CRISTINAMARIA,80,0,80,False,True
TINDARA,80,0,80,False,True
COSIMOANTONIO,80,80,0,True,False
GAVINA,80,0,80,False,True
ARGEO,80,80,0,True,False
ERNESTOGIOVANNI,79,79,0,True,False
CATENA,79,0,79,False,True
NORA,79,0,79,False,True
GIACOMOPAOLO,79,79,0,True,False
RITAMARIA,79,0,79,False,True
JOSEFFRANZ,79,79,0,True,False
DONELLA,79,0,79,False,True
SALVATORA,79,0,79,False,True
ISAURO,79,79,0,True,False
VINCENZONICOLA,79,79,0,True,False
LEDO,79,79,0,True,False
LUIGIANDREA,79,79,0,True,False
SALVATOREPAOLO,79,79,0,True,False
DOMENICOFRANCO,79,79,0,True,False
MARIAJOSE',79,0,79,False,True
MARCOSTEFANO,79,79,0,True,False
PARIS,79,79,0,True,False
GIUSEPPEANTONINO,79,79,0,True,False
ANTONIOPIO,79,79,0,True,False
ILIANO,79,79,0,True,False
AGNELLO,79,79,0,True,False
MAUROANGELO,78,78,0,True,False
SUSY,78,5,73,False,True
PIEROGIOVANNI,78,78,0,True,False
GIUSEPPESAVERIO,78,78,0,True,False
SATURNO,78,78,0,True,False
THEODOR,78,78,0,True,False
MARIA,78,78,0,True,False
GIANNIANTONIO,78,78,0,True,False
PAOLOANGELO,78,78,0,True,False
GIACOMOGIUSEPPE,78,78,0,True,False
GIANCRISTOFORO,78,78,0,True,False
GBATTISTA,78,78,0,True,False
ODOARDO,78,78,0,True,False
GIONA,78,78,0,True,False
GIOIA,78,0,78,False,True
ALFREDINO,78,78,0,True,False
LUIGIMICHELE,78,78,0,True,False
ISIDE,78,0,78,False,True
OMOBONO,78,78,0,True,False
MARIOANDREA,78,78,0,True,False
GLORIANA,77,0,77,False,True
FERRANTE,77,77,0,True,False
LAURAGIUSEPPINA,77,0,77,False,True
ALBERTOCARLO,77,77,0,True,False
ANTONIONATALE,77,77,0,True,False
FRANCESCOROSARIO,77,77,0,True,False
VILMER,77,77,0,True,False
VITOANGELO,77,77,0,True,False
GIUSEPPESANTO,77,77,0,True,False
PALMARINO,77,77,0,True,False
VENERA,77,0,77,False,True
MARIOBRUNO,77,77,0,True,False
GEMINIANO,77,77,0,True,False
CARMELOSALVATORE,77,77,0,True,False
GALEAZZO,77,77,0,True,False
JUAN,77,77,0,True,False
MARIASILVIA,76,0,76,False,True
GIANNIMARIO,76,76,0,True,False
LEARCO,76,76,0,True,False
LUCIOGIUSEPPE,76,76,0,True,False
CARMELAMARIA,76,0,76,False,True
IGNAZIOGIUSEPPE,76,76,0,True,False
DORETTA,76,0,76,False,True
SERGIOGIOVANNI,76,76,0,True,False
IVANOE,76,76,0,True,False
ANTONIOBRUNO,76,76,0,True,False
UMBRO,76,76,0,True,False
INCORONATA,76,0,76,False,True
MERCURIO,76,76,0,True,False
CALLISTO,76,76,0,True,False
GIOVANNAANTONIA,76,0,76,False,True
MILCO,76,76,0,True,False
AUGUST,75,75,0,True,False
MORGAN,75,75,0,True,False
DIOMIRA,75,0,75,False,True
MARIALUISE,75,0,75,False,True
BARBATO,75,75,0,True,False
AGAPITO,75,75,0,True,False
PAOLOCARLO,75,75,0,True,False
MIRANDO,75,75,0,True,False
GIOVANNIEMILIO,75,75,0,True,False
JOHANNLORENZ,75,75,0,True,False
MARGIT,75,5,70,False,True
ALFONSOMARIA,75,75,0,True,False
ANGIOLETTO,75,75,0,True,False
ZENONE,75,75,0,True,False
HENRY,75,75,0,True,False
LUCAANTONIO,75,75,0,True,False
UGOLINO,75,75,0,True,False
GENOVEFFA,75,0,75,False,True
VISCARDO,75,75,0,True,False
ILVANO,75,75,0,True,False
DAMIANA,74,0,74,False,True
MARIODONATO,74,74,0,True,False
FRANCESCOVINCENZO,74,74,0,True,False
ALESSANDROLUIGI,74,74,0,True,False
MARIAEUGENIA,74,0,74,False,True
MICHELARCANGELO,74,74,0,True,False
MICHELENICOLA,74,74,0,True,False
EZIOGIOVANNI,74,74,0,True,False
AGNES,74,0,74,False,True
FRANCOIGNAZIO,74,74,0,True,False
POTITO,74,74,0,True,False
MASCIA,74,1,73,False,True
VENERINO,74,74,0,True,False
GIUSEPPEVITO,74,74,0,True,False
MARIAIDA,74,0,74,False,True
CARLOPAOLO,74,74,0,True,False
GIANNIMARIA,74,74,0,True,False
ROSATO,74,74,0,True,False
ANTONIOLUCIO,74,74,0,True,False
ALTERO,74,74,0,True,False
NOVELLO,74,74,0,True,False
NICOLAPASQUALE,73,73,0,True,False
ANTONIOFERNANDO,73,73,0,True,False
ULIANO,73,73,0,True,False
COSMODAMIANO,73,73,0,True,False
BELINDA,73,0,73,False,True
EZIOLUIGI,73,73,0,True,False
DILETTA,73,0,73,False,True
MARIACANDIDA,73,0,73,False,True
VIVENZIO,73,73,0,True,False
ULRIKE,73,0,73,False,True
ALINA,73,0,73,False,True
EDI,73,73,0,True,False
VALIDIO,73,73,0,True,False
ALIGHIERO,73,73,0,True,False
ALBAROSA,73,0,73,False,True
JOHANNGEORG,73,73,0,True,False
SAULO,73,73,0,True,False
MICHAELA,73,0,73,False,True
CHIARINA,73,0,73,False,True
LEOLUCA,73,73,0,True,False
LUIGIPASQUALE,73,73,0,True,False
DIODORO,73,73,0,True,False
EVI,73,0,73,False,True
ANTONIODONATO,72,72,0,True,False
AGOSTINOMARIO,72,72,0,True,False
VALDI,72,72,0,True,False
ARIO,72,72,0,True,False
AZELIO,72,72,0,True,False
AMORINO,72,72,0,True,False
ADONELLA,72,0,72,False,True
EMILIOMARIO,72,72,0,True,False
ANTONIOGIORGIO,72,72,0,True,False
NEMO,72,72,0,True,False
ALVIERO,72,72,0,True,False
CASTRESE,72,72,0,True,False
SALVATORINA,72,5,67,False,True
GERRY,72,72,0,True,False
ANGELOBATTISTA,72,72,0,True,False
PETERPAUL,72,72,0,True,False
BRUNOFRANCESCO,72,72,0,True,False
ELISAMARIA,72,0,72,False,True
FRANCESCOANDREA,72,72,0,True,False
RENATOLUIGI,72,72,0,True,False
FRANCOGIACOMO,72,72,0,True,False
DOMENICOSAVIO,72,72,0,True,False
GIANPAOLA,71,0,71,False,True
MUZIO,71,71,0,True,False
ERACLIO,71,71,0,True,False
PAOLOGIORGIO,71,71,0,True,False
AUSILIA,71,0,71,False,True
PIERLEONARDO,71,71,0,True,False
BAINGIO,71,71,0,True,False
ANTONIAMARIA,71,0,71,False,True
MARIODANIELE,71,71,0,True,False
CESAREGIUSEPPE,71,71,0,True,False
SALVATOREDOMENICO,71,71,0,True,False
MARIOLINO,71,71,0,True,False
UMBERTOLUIGI,71,71,0,True,False
BIRGIT,71,0,71,False,True
MARIAANNUNZIATA,71,0,71,False,True
